species_slug,BL,WL,under_sampled,red_list,cert_list,lists
trifolium-thalii,0,0,0,1,0,['red_list']
triglochin-palustris,0,0,0,1,0,['red_list']
trigonella-monspeliaca,0,0,0,1,0,['red_list']
trinia-glauca,0,0,0,1,0,['red_list']
tripleurospermum-inodorum,0,0,0,1,0,['red_list']
trisetum-cavanillesii,0,0,0,1,0,['red_list']
trisetum-distichophyllum,0,0,0,1,0,['red_list']
trisetum-flavescens,0,0,0,1,1,['red_list' 'cert_list']
trisetum-spicatum,0,0,0,1,0,['red_list']
trochiscanthes-nodiflora,0,0,0,1,0,['red_list']
trollius-europaeus,0,0,0,1,1,['red_list' 'cert_list']
tulipa-sylvestris,0,0,0,3,1,['red_list' 'cert_list']
turgenia-latifolia,0,0,0,1,0,['red_list']
turritis-glabra,0,0,0,1,0,['red_list']
tussilago-farfara,0,0,0,1,1,['red_list' 'cert_list']
typha-angustifolia,0,0,0,1,0,['red_list']
typha-latifolia,0,0,0,1,1,['red_list' 'cert_list']
typha-minima,0,0,0,1,0,['red_list']
typha-shuttleworthii,0,0,0,1,0,['red_list']
ulmus-glabra,0,0,0,1,1,['red_list' 'cert_list']
ulmus-laevis,0,0,0,1,0,['red_list']
ulmus-minor,0,0,0,1,1,['red_list' 'cert_list']
umbilicus-rupestris,0,0,0,1,0,['red_list']
urtica-dioica,0,0,0,1,1,['red_list' 'cert_list']
urtica-urens,0,0,0,1,0,['red_list']
utricularia-australis,0,0,0,1,0,['red_list']
utricularia-bremii,0,0,0,1,0,['red_list']
utricularia-intermedia,0,0,0,1,0,['red_list']
utricularia-minor,0,0,0,1,0,['red_list']
utricularia-ochroleuca,0,0,0,1,0,['red_list']
utricularia-stygia,0,0,0,1,0,['red_list']
utricularia-vulgaris,0,0,0,2,0,['red_list']
vaccaria-hispanica,0,0,1,1,0,['under_sampled' 'red_list']
vaccinium-gaultherioides,0,0,0,1,0,['red_list']
vaccinium-microcarpum,0,0,0,1,0,['red_list']
vaccinium-myrtillus,0,0,0,1,1,['red_list' 'cert_list']
vaccinium-oxycoccos,0,0,0,1,0,['red_list']
vaccinium-uliginosum,0,0,0,2,1,['red_list' 'cert_list']
vaccinium-vitis-idaea,0,0,0,1,1,['red_list' 'cert_list']
valeriana-celtica,0,0,0,1,0,['red_list']
valeriana-dioica,0,0,0,1,0,['red_list']
valeriana-montana,0,0,0,1,1,['red_list' 'cert_list']
valeriana-officinalis,0,0,0,2,1,['red_list' 'cert_list']
valeriana-pratensis,0,0,0,1,0,['red_list']
valeriana-repens,0,0,0,1,0,['red_list']
valeriana-saliunca,0,0,0,1,0,['red_list']
valeriana-sambucifolia,0,0,0,1,0,['red_list']
valeriana-saxatilis,0,0,0,1,0,['red_list']
valeriana-supina,0,0,0,1,0,['red_list']
valeriana-tripteris,0,0,0,1,1,['red_list' 'cert_list']
valeriana-versifolia,0,0,0,1,0,['red_list']
valeriana-wallrothii,0,0,0,1,0,['red_list']
valerianella-carinata,0,0,0,1,0,['red_list']
valerianella-dentata,0,0,0,1,0,['red_list']
valerianella-eriocarpa,0,0,0,1,0,['red_list']
valerianella-locusta,0,0,0,1,1,['red_list' 'cert_list']
valerianella-rimosa,0,0,0,1,0,['red_list']
vallisneria-spiralis,0,0,0,1,0,['red_list']
veratrum-album,0,0,0,3,1,['red_list' 'cert_list']
veratrum-nigrum,0,0,0,1,0,['red_list']
verbascum-blattaria,0,0,0,1,0,['red_list']
verbascum-chaixii,0,0,0,1,0,['red_list']
verbascum-densiflorum,0,0,0,1,0,['red_list']
verbascum-lychnitis,0,0,0,1,1,['red_list' 'cert_list']
verbascum-nigrum,0,0,0,1,0,['red_list']
verbascum-phlomoides,0,0,0,1,0,['red_list']
verbascum-pulverulentum,0,0,0,1,0,['red_list']
verbascum-thapsus,0,0,2,3,1,['under_sampled' 'red_list' 'cert_list']
verbena-officinalis,0,0,0,1,1,['red_list' 'cert_list']
veronica-acinifolia,0,0,1,1,0,['under_sampled' 'red_list']
veronica-agrestis,0,0,0,1,0,['red_list']
veronica-alpina,0,0,0,1,0,['red_list']
veronica-anagallis-aquatica,0,0,0,1,0,['red_list']
veronica-anagalloides,0,0,0,1,0,['red_list']
veronica-aphylla,0,0,0,1,0,['red_list']
veronica-arvensis,0,0,0,1,1,['red_list' 'cert_list']
veronica-austriaca,0,0,0,1,0,['red_list']
veronica-beccabunga,0,0,0,1,1,['red_list' 'cert_list']
veronica-bellidioides,0,0,0,1,1,['red_list' 'cert_list']
veronica-catenata,0,0,0,1,0,['red_list']
veronica-chamaedrys,0,0,0,1,1,['red_list' 'cert_list']
veronica-dillenii,0,0,0,1,0,['red_list']
veronica-filiformis,0,0,0,0,1,['cert_list']
veronica-fruticans,0,0,0,1,1,['red_list' 'cert_list']
veronica-fruticulosa,0,0,0,1,0,['red_list']
veronica-hederifolia,0,0,1,4,1,['under_sampled' 'red_list' 'cert_list']
veronica-montana,0,0,0,1,0,['red_list']
veronica-officinalis,0,0,0,1,0,['red_list']
veronica-persica,0,0,0,0,1,['cert_list']
veronica-polita,0,0,0,1,0,['red_list']
veronica-praecox,0,0,0,1,0,['red_list']
veronica-prostrata,0,0,0,3,0,['red_list']
veronica-scutellata,0,0,0,1,0,['red_list']
veronica-serpyllifolia,0,0,1,3,0,['under_sampled' 'red_list']
veronica-teucrium,0,0,0,1,0,['red_list']
veronica-triphyllos,0,0,0,1,0,['red_list']
veronica-urticifolia,0,0,0,1,1,['red_list' 'cert_list']
veronica-verna,0,0,0,1,0,['red_list']
viburnum-lantana,0,0,0,1,1,['red_list' 'cert_list']
viburnum-opulus,0,0,0,1,1,['red_list' 'cert_list']
vicia-cracca,0,0,1,4,1,['under_sampled' 'red_list' 'cert_list']
vicia-dumetorum,0,0,0,1,0,['red_list']
vicia-hirsuta,0,0,0,1,0,['red_list']
vicia-lathyroides,0,0,0,1,0,['red_list']
vicia-onobrychioides,0,0,0,1,0,['red_list']
vicia-orobus,0,0,0,1,0,['red_list']
vicia-pisiformis,0,0,0,1,0,['red_list']
vicia-sativa,0,0,0,3,1,['red_list' 'cert_list']
vicia-sepium,0,0,0,1,1,['red_list' 'cert_list']
vicia-sylvatica,0,0,0,1,0,['red_list']
vicia-tetrasperma,0,0,0,1,0,['red_list']
vinca-minor,0,0,0,1,1,['red_list' 'cert_list']
vincetoxicum-hirundinaria,0,0,0,1,1,['red_list' 'cert_list']
viola-alba,0,0,0,1,0,['red_list']
viola-arvensis,0,0,0,1,1,['red_list' 'cert_list']
viola-biflora,0,0,0,1,1,['red_list' 'cert_list']
viola-calcarata,0,0,0,1,1,['red_list' 'cert_list']
viola-canina,0,0,1,4,0,['under_sampled' 'red_list']
viola-cenisia,0,0,0,1,0,['red_list']
viola-collina,0,0,0,1,0,['red_list']
viola-elatior,0,0,0,1,0,['red_list']
viola-hirta,0,0,0,1,1,['red_list' 'cert_list']
viola-kitaibeliana,0,0,0,1,0,['red_list']
viola-lutea,0,0,0,1,0,['red_list']
viola-mirabilis,0,0,0,1,0,['red_list']
viola-odorata,0,0,0,1,0,['red_list']
viola-palustris,0,0,0,1,0,['red_list']
viola-persicifolia,0,0,0,1,0,['red_list']
viola-pinnata,0,0,1,1,0,['under_sampled' 'red_list']
viola-pumila,0,0,0,1,0,['red_list']
viola-pyrenaica,0,0,1,1,0,['under_sampled' 'red_list']
viola-reichenbachiana,0,0,0,1,1,['red_list' 'cert_list']
viola-riviniana,0,0,0,1,0,['red_list']
viola-rupestris,0,0,0,1,0,['red_list']
viola-suavis,0,0,0,1,0,['red_list']
viola-thomasiana,0,0,0,1,0,['red_list']
viola-tricolor,0,0,0,3,1,['red_list' 'cert_list']
viscum-album,0,0,0,4,1,['red_list' 'cert_list']
vitis-sylvestris,0,0,0,1,0,['red_list']
vulpia-bromoides,0,0,0,1,0,['red_list']
vulpia-ciliata,0,0,0,1,0,['red_list']
vulpia-myuros,0,0,0,1,0,['red_list']
vulpia-unilateralis,0,0,0,1,0,['red_list']
willemetia-stipitata,0,0,0,1,0,['red_list']
woodsia-alpina,0,0,0,1,0,['red_list']
woodsia-ilvensis,0,0,0,1,0,['red_list']
woodsia-pulchella,0,0,0,1,0,['red_list']
xanthium-strumarium,0,0,1,1,0,['under_sampled' 'red_list']
xeranthemum-inapertum,0,0,0,1,0,['red_list']
zannichellia-palustris,0,0,0,1,0,['red_list']
