species_slug,BL,WL,under_sampled,red_list,gbif,lists
potamogeton-obtusifolius,0,0,0,1,1,['red_list' 'gbif']
potamogeton-pectinatus,0,0,0,1,0,['red_list']
potamogeton-perfoliatus,0,0,0,1,1,['red_list' 'gbif']
potamogeton-polygonifolius,0,0,0,1,1,['red_list' 'gbif']
potamogeton-praelongus,0,0,0,1,1,['red_list' 'gbif']
potamogeton-pusillus,0,0,0,1,1,['red_list' 'gbif']
potamogeton-salicifolius,0,0,0,0,1,['gbif']
potamogeton-trichoides,0,0,0,1,1,['red_list' 'gbif']
potamogeton-×angustifolius,0,0,1,1,0,['under_sampled' 'red_list']
potamogeton-×decipiens,0,0,0,1,0,['red_list']
potamogeton-×nitens,0,0,0,1,0,['red_list']
potentilla-alba,0,0,0,1,1,['red_list' 'gbif']
potentilla-alpicola,0,0,0,1,1,['red_list' 'gbif']
potentilla-anglica,0,0,0,1,1,['red_list' 'gbif']
potentilla-anserina,0,0,0,1,0,['red_list']
potentilla-argentea,0,0,0,1,2,['red_list' 'gbif']
potentilla-aurea,0,0,0,1,1,['red_list' 'gbif']
potentilla-brauneana,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
potentilla-caulescens,0,0,0,1,1,['red_list' 'gbif']
potentilla-cinerea,0,0,0,1,1,['red_list' 'gbif']
potentilla-collina,0,0,0,2,1,['red_list' 'gbif']
potentilla-crantzii,0,0,0,1,1,['red_list' 'gbif']
potentilla-erecta,0,0,0,1,1,['red_list' 'gbif']
potentilla-frigida,0,0,0,1,1,['red_list' 'gbif']
potentilla-grammopetala,0,0,0,1,1,['red_list' 'gbif']
potentilla-grandiflora,0,0,0,1,1,['red_list' 'gbif']
potentilla-heptaphylla,0,0,0,1,1,['red_list' 'gbif']
potentilla-incana,0,0,0,1,0,['red_list']
potentilla-inclinata,0,0,0,1,1,['red_list' 'gbif']
potentilla-indica,0,0,0,0,1,['gbif']
potentilla-intermedia,0,0,0,0,1,['gbif']
potentilla-leucopolitana,0,0,0,1,1,['red_list' 'gbif']
potentilla-micrantha,0,0,0,1,1,['red_list' 'gbif']
potentilla-multifida,0,0,0,1,1,['red_list' 'gbif']
potentilla-nitida,0,0,0,0,1,['gbif']
potentilla-nivea,0,0,0,1,1,['red_list' 'gbif']
potentilla-norvegica,0,0,0,0,1,['gbif']
potentilla-palustris,0,0,0,1,0,['red_list']
potentilla-praecox,0,0,0,1,1,['red_list' 'gbif']
potentilla-pusilla,0,0,0,1,1,['red_list' 'gbif']
potentilla-recta,0,0,0,1,1,['red_list' 'gbif']
potentilla-reptans,0,0,0,1,1,['red_list' 'gbif']
potentilla-rupestris,0,0,0,1,0,['red_list']
potentilla-sterilis,0,0,0,1,1,['red_list' 'gbif']
potentilla-supina,0,0,0,1,1,['red_list' 'gbif']
potentilla-thuringiaca,0,0,0,1,1,['red_list' 'gbif']
potentilla-verna,0,0,0,1,1,['red_list' 'gbif']
poterium-dodecandrum,0,0,0,0,1,['gbif']
poterium-sanguisorba,0,0,0,0,3,['gbif']
prenanthes-purpurea,0,0,0,1,1,['red_list' 'gbif']
primula-acaulis,0,0,0,1,1,['red_list' 'gbif']
primula-albenensis,0,0,0,0,1,['gbif']
primula-auricula,0,0,0,1,1,['red_list' 'gbif']
primula-daonensis,0,0,0,1,1,['red_list' 'gbif']
primula-elatior,0,0,0,1,2,['red_list' 'gbif']
primula-farinosa,0,0,0,1,1,['red_list' 'gbif']
primula-glaucescens,0,0,0,0,1,['gbif']
primula-glutinosa,0,0,0,1,1,['red_list' 'gbif']
primula-halleri,0,0,0,1,1,['red_list' 'gbif']
primula-hirsuta,0,0,0,1,1,['red_list' 'gbif']
primula-integrifolia,0,0,0,1,1,['red_list' 'gbif']
primula-intricata,0,0,0,0,1,['gbif']
primula-latifolia,0,0,0,1,1,['red_list' 'gbif']
primula-matthioli,0,0,0,0,1,['gbif']
primula-veris,0,0,0,3,3,['red_list' 'gbif']
pritzelago-alpina,0,0,2,3,0,['under_sampled' 'red_list']
prospero-autumnale,0,0,0,0,1,['gbif']
prunella-grandiflora,0,0,0,1,1,['red_list' 'gbif']
prunella-laciniata,0,0,0,1,1,['red_list' 'gbif']
prunella-vulgaris,0,0,0,1,1,['red_list' 'gbif']
prunus-armeniaca,0,0,0,0,1,['gbif']
prunus-avium,0,0,0,1,2,['red_list' 'gbif']
prunus-cerasifera,0,0,0,0,1,['gbif']
prunus-domestica,0,0,0,0,3,['gbif']
prunus-dulcis,0,0,0,0,1,['gbif']
prunus-laurocerasus,1,0,0,0,1,['BL' 'gbif']
prunus-lusitanica,0,0,0,0,1,['gbif']
prunus-mahaleb,0,0,0,1,1,['red_list' 'gbif']
prunus-padus,0,0,0,3,3,['red_list' 'gbif']
prunus-persica,0,0,0,0,1,['gbif']
prunus-serotina,1,0,0,0,1,['BL' 'gbif']
prunus-spinosa,0,0,0,1,1,['red_list' 'gbif']
prunus-subhirtella,0,0,0,0,1,['gbif']
psammophiliella-muralis,0,0,0,0,1,['gbif']
pseudofumaria-alba,0,0,0,0,1,['gbif']
pseudofumaria-lutea,0,0,0,0,1,['gbif']
pseudolysimachion-spicatum,0,0,0,1,0,['red_list']
pseudorchis-albida,0,0,0,1,1,['red_list' 'gbif']
pseudosasa-japonica,0,0,0,0,1,['gbif']
pseudostellaria-europaea,0,0,0,1,1,['red_list' 'gbif']
pseudotsuga-menziesii,0,0,0,0,1,['gbif']
pseudoturritis-turrita,0,0,0,0,1,['gbif']
pteridium-aquilinum,0,0,0,1,1,['red_list' 'gbif']
pteris-cretica,0,0,0,1,1,['red_list' 'gbif']
pteris-vittata,0,0,0,0,1,['gbif']
pterocarya-pterocarpa,0,0,0,0,1,['gbif']
pteroselinum-austriacum,0,0,0,0,1,['gbif']
ptychotis-saxifraga,0,0,0,1,1,['red_list' 'gbif']
puccinellia-distans,0,0,0,1,1,['red_list' 'gbif']
pueraria-lobata,1,0,0,0,0,['BL']
pueraria-montana,0,0,0,0,1,['gbif']
pulicaria-dysenterica,0,0,0,1,1,['red_list' 'gbif']
pulicaria-vulgaris,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
pulmonaria-australis,0,0,0,1,1,['red_list' 'gbif']
pulmonaria-collina,0,0,0,1,1,['red_list' 'gbif']
pulmonaria-helvetica,0,0,0,1,1,['red_list' 'gbif']
pulmonaria-mollis,0,0,0,2,2,['red_list' 'gbif']
pulmonaria-montana,0,0,0,3,3,['red_list' 'gbif']
pulmonaria-obscura,0,0,0,1,1,['red_list' 'gbif']
pulmonaria-officinalis,0,0,0,2,1,['red_list' 'gbif']
pulsatilla-alpina,0,0,0,4,3,['red_list' 'gbif']
pulsatilla-bolzanensis,0,0,0,0,1,['gbif']
pulsatilla-halleri,0,0,0,1,2,['red_list' 'gbif']
pulsatilla-montana,0,0,0,1,1,['red_list' 'gbif']
pulsatilla-rubra,0,0,0,0,1,['gbif']
pulsatilla-scherfelii,0,0,0,0,1,['gbif']
pulsatilla-vernalis,0,0,0,1,1,['red_list' 'gbif']
pulsatilla-vulgaris,0,0,0,1,2,['red_list' 'gbif']
punica-granatum,0,0,0,0,1,['gbif']
puschkinia-scilloides,0,0,0,0,1,['gbif']
pyracantha-coccinea,0,0,0,0,1,['gbif']
pyrola-chlorantha,0,0,0,1,1,['red_list' 'gbif']
pyrola-media,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
pyrola-minor,0,0,0,1,1,['red_list' 'gbif']
pyrola-rotundifolia,0,0,0,1,1,['red_list' 'gbif']
pyrus-communis,0,0,0,0,2,['gbif']
pyrus-nivalis,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
pyrus-pyraster,0,0,0,1,0,['red_list']
quercus-cerris,0,0,0,1,1,['red_list' 'gbif']
quercus-ilex,0,0,0,0,1,['gbif']
quercus-palustris,0,0,0,0,1,['gbif']
quercus-petraea,0,0,0,1,1,['red_list' 'gbif']
quercus-pubescens,0,0,0,1,1,['red_list' 'gbif']
quercus-robur,0,0,0,1,1,['red_list' 'gbif']
quercus-rubra,0,0,0,0,1,['gbif']
radiola-linoides,0,0,0,1,0,['red_list']
ramonda-myconi,0,0,0,0,1,['gbif']
ranunculus-aconitifolius,0,0,0,1,1,['red_list' 'gbif']
ranunculus-acris,0,0,0,3,3,['red_list' 'gbif']
ranunculus-alpestris,0,0,0,1,1,['red_list' 'gbif']
ranunculus-aquatilis,0,0,0,1,1,['red_list' 'gbif']
ranunculus-arvensis,0,0,0,1,1,['red_list' 'gbif']
ranunculus-auricomus,0,0,0,1,0,['red_list']
ranunculus-bilobus,0,0,0,0,1,['gbif']
ranunculus-breyninus,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
ranunculus-bulbosus,0,0,0,1,2,['red_list' 'gbif']
ranunculus-carinthiacus,0,0,0,1,1,['red_list' 'gbif']
ranunculus-circinatus,0,0,0,1,1,['red_list' 'gbif']
ranunculus-ficaria,0,0,0,1,0,['red_list']
ranunculus-flammula,0,0,0,1,1,['red_list' 'gbif']
ranunculus-fluitans,0,0,0,1,1,['red_list' 'gbif']
ranunculus-glacialis,0,0,0,1,1,['red_list' 'gbif']
ranunculus-gramineus,0,0,0,1,1,['red_list' 'gbif']
ranunculus-kuepferi,0,0,0,1,1,['red_list' 'gbif']
ranunculus-lanuginosus,0,0,0,1,1,['red_list' 'gbif']
ranunculus-lingua,0,0,0,1,1,['red_list' 'gbif']
ranunculus-monspeliacus,0,0,0,0,1,['gbif']
ranunculus-montanus,0,0,0,2,1,['red_list' 'gbif']
ranunculus-muricatus,0,0,0,0,1,['gbif']
ranunculus-paludosus,0,0,0,0,1,['gbif']
ranunculus-parnassifolius,0,0,0,0,2,['gbif']
ranunculus-parnassiifolius,0,0,0,1,0,['red_list']
ranunculus-parviflorus,0,0,0,0,1,['gbif']
ranunculus-peltatus,0,0,0,1,3,['red_list' 'gbif']
ranunculus-penicillatus,0,0,0,1,1,['red_list' 'gbif']
ranunculus-platanifolius,0,0,0,1,1,['red_list' 'gbif']
ranunculus-polyanthemoides,0,0,0,0,1,['gbif']
ranunculus-polyanthemophyllus,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
ranunculus-pygmaeus,0,0,0,1,1,['red_list' 'gbif']
ranunculus-repens,0,0,0,1,1,['red_list' 'gbif']
ranunculus-reptans,0,0,0,1,1,['red_list' 'gbif']
ranunculus-rionii,0,0,0,1,1,['red_list' 'gbif']
ranunculus-sardous,0,0,0,1,1,['red_list' 'gbif']
ranunculus-sceleratus,0,0,0,1,1,['red_list' 'gbif']
ranunculus-seguieri,0,0,0,1,1,['red_list' 'gbif']
ranunculus-serpens,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
ranunculus-thora,0,0,0,1,1,['red_list' 'gbif']
ranunculus-trichophyllus,0,0,0,3,3,['red_list' 'gbif']
ranunculus-tuberosus,0,0,0,2,1,['red_list' 'gbif']
ranunculus-venetus,0,0,0,0,1,['gbif']
ranunculus-villarsii,0,0,0,1,1,['red_list' 'gbif']
raphanus-raphanistrum,0,0,0,1,3,['red_list' 'gbif']
raphanus-sativus,0,0,0,0,1,['gbif']
rapistrum-perenne,0,0,0,0,1,['gbif']
rapistrum-rugosum,0,0,0,0,3,['gbif']
reseda-lutea,0,0,0,1,1,['red_list' 'gbif']
reseda-luteola,0,0,0,1,1,['red_list' 'gbif']
reseda-phyteuma,0,0,0,1,1,['red_list' 'gbif']
reynoutria-bohemica,0,0,0,0,1,['gbif']
reynoutria-japonica,1,0,0,0,1,['BL' 'gbif']
reynoutria-sachalinensis,1,0,0,0,1,['BL' 'gbif']
reynoutria-×bohemica,1,0,0,0,0,['BL']
rhamnus-alaternus,0,0,0,0,1,['gbif']
rhamnus-alpina,0,0,0,1,0,['red_list']
rhamnus-cathartica,0,0,0,1,1,['red_list' 'gbif']
rhamnus-pumila,0,0,0,1,0,['red_list']
rhamnus-saxatilis,0,0,0,1,1,['red_list' 'gbif']
rhaponticum-coniferum,0,0,0,0,1,['gbif']
rhaponticum-scariosum,0,0,0,0,3,['gbif']
rheum-rhabarbarum,0,0,0,0,1,['gbif']
rhinanthus-alectorolophus,0,0,0,1,1,['red_list' 'gbif']
rhinanthus-angustifolius,0,0,0,1,1,['red_list' 'gbif']
rhinanthus-antiquus,0,0,0,1,1,['red_list' 'gbif']
rhinanthus-glacialis,0,0,0,1,1,['red_list' 'gbif']
rhinanthus-minor,0,0,0,1,1,['red_list' 'gbif']
rhodiola-rosea,0,0,0,1,1,['red_list' 'gbif']
rhododendron-ferrugineum,0,0,0,1,1,['red_list' 'gbif']
rhododendron-hirsutum,0,0,0,1,1,['red_list' 'gbif']
rhododendron-intermedium,0,0,0,0,1,['gbif']
rhus-typhina,1,0,0,0,1,['BL' 'gbif']
rhynchospora-alba,0,0,0,1,1,['red_list' 'gbif']
rhynchospora-fusca,0,0,0,1,1,['red_list' 'gbif']
ribes-alpinum,0,0,0,1,1,['red_list' 'gbif']
ribes-aureum,0,0,0,0,1,['gbif']
ribes-nigrum,0,0,0,0,1,['gbif']
ribes-petraeum,0,0,0,1,1,['red_list' 'gbif']
ribes-rubrum,0,0,0,0,1,['gbif']
ribes-sanguineum,0,0,0,0,1,['gbif']
ribes-uva-crispa,0,0,0,1,1,['red_list' 'gbif']
robinia-pseudoacacia,1,0,0,0,1,['BL' 'gbif']
rorippa-amphibia,0,0,0,1,1,['red_list' 'gbif']
rorippa-anceps,0,0,0,0,1,['gbif']
rorippa-austriaca,0,0,0,0,1,['gbif']
rorippa-islandica,0,0,0,2,1,['red_list' 'gbif']
rorippa-palustris,0,0,0,1,1,['red_list' 'gbif']
rorippa-pyrenaica,0,0,0,0,1,['gbif']
rorippa-stylosa,0,0,0,1,0,['red_list']
rorippa-sylvestris,0,0,0,1,1,['red_list' 'gbif']
rosa-abietina,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
rosa-agrestis,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
rosa-arvensis,0,0,0,1,1,['red_list' 'gbif']
rosa-balsamica,0,0,0,0,1,['gbif']
rosa-caesia,0,0,0,1,1,['red_list' 'gbif']
rosa-canina,0,0,0,2,1,['red_list' 'gbif']
rosa-carolina,0,0,0,0,1,['gbif']
rosa-chavinii,0,0,0,1,1,['red_list' 'gbif']
rosa-corymbifera,0,0,0,1,1,['red_list' 'gbif']
rosa-dumalis,0,0,0,1,1,['red_list' 'gbif']
rosa-elliptica,0,0,0,1,0,['red_list']
rosa-foetida,0,0,0,0,1,['gbif']
rosa-gallica,0,0,0,1,1,['red_list' 'gbif']
rosa-glauca,0,0,0,1,1,['red_list' 'gbif']
rosa-gremlii,0,0,0,1,0,['red_list']
rosa-inodora,0,0,0,1,2,['red_list' 'gbif']
rosa-jundzillii,0,0,0,1,0,['red_list']
rosa-majalis,0,0,0,1,1,['red_list' 'gbif']
rosa-marginata,0,0,0,0,1,['gbif']
rosa-micrantha,0,0,0,1,1,['red_list' 'gbif']
rosa-mollis,0,0,0,1,1,['red_list' 'gbif']
rosa-montana,0,0,0,1,1,['red_list' 'gbif']
rosa-multiflora,0,0,0,0,1,['gbif']
rosa-pendulina,0,0,0,1,1,['red_list' 'gbif']
rosa-polliniana,0,0,0,0,1,['gbif']
rosa-pseudoscabriuscula,0,0,0,1,1,['red_list' 'gbif']
rosa-rhaetica,0,0,0,1,1,['red_list' 'gbif']
rosa-rubiginosa,0,0,0,2,2,['red_list' 'gbif']
rosa-rugosa,0,0,0,0,1,['gbif']
rosa-sherardii,0,0,0,1,1,['red_list' 'gbif']
rosa-spinosissima,0,0,0,1,1,['red_list' 'gbif']
rosa-stylosa,0,0,0,1,1,['red_list' 'gbif']
rosa-subcanina,0,0,0,1,1,['red_list' 'gbif']
rosa-subcollina,0,0,0,1,1,['red_list' 'gbif']
rosa-tomentella,0,0,1,1,0,['under_sampled' 'red_list']
rosa-tomentosa,0,0,0,2,1,['red_list' 'gbif']
rosa-uriensis,0,0,0,1,1,['red_list' 'gbif']
rosa-villosa,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
rostraria-cristata,0,0,0,1,1,['red_list' 'gbif']
rubia-peregrina,0,0,0,0,1,['gbif']
rubia-tinctorum,0,0,0,1,1,['red_list' 'gbif']
rubus-albiflorus,0,0,0,0,1,['gbif']
rubus-armeniacus,1,0,0,0,1,['BL' 'gbif']
rubus-baruthicus,0,0,0,0,1,['gbif']
rubus-bertramii,0,0,0,0,1,['gbif']
rubus-bifrons,0,0,0,1,1,['red_list' 'gbif']
rubus-bregutiensis,0,0,0,0,1,['gbif']
rubus-caesius,0,0,0,1,1,['red_list' 'gbif']
rubus-canescens,0,0,0,1,1,['red_list' 'gbif']
rubus-chamaemorus,0,0,0,0,1,['gbif']
rubus-conspicuus,0,0,0,0,1,['gbif']
rubus-constrictus,0,0,0,0,1,['gbif']
rubus-distractus,0,0,0,1,1,['red_list' 'gbif']
rubus-divaricatus,0,0,0,0,1,['gbif']
rubus-flexuosus,0,0,0,0,1,['gbif']
rubus-foliosus,0,0,0,1,1,['red_list' 'gbif']
rubus-fruticosus,0,0,0,1,0,['red_list']
rubus-grabowskii,0,0,0,0,1,['gbif']
rubus-gremlii,0,0,0,0,1,['gbif']
rubus-hirtus,0,0,0,1,1,['red_list' 'gbif']
rubus-holandrei,0,0,0,0,1,['gbif']
rubus-idaeus,0,0,0,1,1,['red_list' 'gbif']
rubus-integribasis,0,0,0,0,1,['gbif']
rubus-laciniatus,0,0,0,0,1,['gbif']
rubus-landoltii,0,0,0,0,1,['gbif']
rubus-macrophyllus,0,0,0,1,1,['red_list' 'gbif']
rubus-mercieri,0,0,0,1,1,['red_list' 'gbif']
rubus-montanus,0,0,0,1,1,['red_list' 'gbif']
rubus-nessensis,0,0,0,1,1,['red_list' 'gbif']
rubus-obtusangulus,0,0,0,1,1,['red_list' 'gbif']
rubus-odoratus,0,0,0,0,1,['gbif']
rubus-parviflorus,0,0,0,0,1,['gbif']
rubus-pedemontanus,0,0,0,1,1,['red_list' 'gbif']
rubus-phoenicolasius,0,0,0,0,1,['gbif']
rubus-phyllostachys,0,0,0,0,1,['gbif']
rubus-plicatus,0,0,0,0,1,['gbif']
rubus-praecox,0,0,0,1,1,['red_list' 'gbif']
rubus-pseudopsis,0,0,0,0,1,['gbif']
rubus-radula,0,0,0,1,1,['red_list' 'gbif']
rubus-rhombicus,0,0,0,0,1,['gbif']
rubus-rudis,0,0,0,1,1,['red_list' 'gbif']
rubus-saxatilis,0,0,0,1,1,['red_list' 'gbif']
rubus-sulcatus,0,0,0,1,1,['red_list' 'gbif']
rubus-tereticaulis,0,0,0,1,1,['red_list' 'gbif']
rubus-ulmifolius,0,0,0,1,1,['red_list' 'gbif']
rubus-vestitus,0,0,0,1,1,['red_list' 'gbif']
rubus-villarsianus,0,0,0,0,1,['gbif']
rudbeckia-hirta,0,0,0,0,1,['gbif']
rudbeckia-laciniata,0,0,0,0,1,['gbif']
rumex-acetosa,0,0,0,1,1,['red_list' 'gbif']
rumex-acetosella,0,0,0,3,2,['red_list' 'gbif']
rumex-alpestris,0,0,0,1,0,['red_list']
rumex-alpinus,0,0,0,1,1,['red_list' 'gbif']
rumex-aquaticus,0,0,0,1,1,['red_list' 'gbif']
rumex-conglomeratus,0,0,0,1,1,['red_list' 'gbif']
rumex-crispus,0,0,0,1,1,['red_list' 'gbif']
rumex-hydrolapathum,0,0,0,1,1,['red_list' 'gbif']
rumex-longifolius,0,0,0,0,1,['gbif']
rumex-maritimus,0,0,0,1,1,['red_list' 'gbif']
rumex-nivalis,0,0,0,1,1,['red_list' 'gbif']
rumex-obtusifolius,0,0,0,1,2,['red_list' 'gbif']
rumex-palustris,0,0,0,0,1,['gbif']
rumex-patientia,0,0,0,0,1,['gbif']
rumex-pratensis,0,0,0,0,1,['gbif']
rumex-pulcher,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
rumex-pyrenaicus,0,0,0,0,1,['gbif']
rumex-sanguineus,0,0,0,1,1,['red_list' 'gbif']
rumex-scutatus,0,0,0,1,2,['red_list' 'gbif']
rumex-thyrsiflorus,0,0,0,1,1,['red_list' 'gbif']
ruscus-aculeatus,0,0,0,1,1,['red_list' 'gbif']
ruta-graveolens,0,0,0,1,1,['red_list' 'gbif']
sabulina-austriaca,0,0,0,0,1,['gbif']
sabulina-stricta,0,0,0,0,1,['gbif']
sabulina-tenuifolia,0,0,0,0,1,['gbif']
sabulina-verna,0,0,0,0,1,['gbif']
sabulina-viscosa,0,0,0,0,1,['gbif']
sagina-alexandrae,0,0,0,0,1,['gbif']
sagina-apetala,0,0,0,3,2,['red_list' 'gbif']
sagina-glabra,0,0,0,1,1,['red_list' 'gbif']
sagina-nodosa,0,0,0,1,1,['red_list' 'gbif']
sagina-procumbens,0,0,0,1,1,['red_list' 'gbif']
sagina-saginoides,0,0,0,1,1,['red_list' 'gbif']
sagina-subulata,0,0,0,1,0,['red_list']
sagittaria-latifolia,0,1,0,0,1,['WL' 'gbif']
sagittaria-sagittifolia,0,0,0,1,1,['red_list' 'gbif']
salix-alba,0,0,0,1,1,['red_list' 'gbif']
salix-alpina,0,0,1,1,0,['under_sampled' 'red_list']
salix-apennina,0,0,0,1,1,['red_list' 'gbif']
salix-appendiculata,0,0,0,1,1,['red_list' 'gbif']
salix-arenaria,0,0,0,0,1,['gbif']
salix-aurita,0,0,0,1,1,['red_list' 'gbif']
salix-babylonica,0,0,0,0,1,['gbif']
salix-bicolor,0,0,0,1,1,['red_list' 'gbif']
salix-breviserrata,0,0,0,1,1,['red_list' 'gbif']
salix-caesia,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
salix-caprea,0,0,0,1,1,['red_list' 'gbif']
salix-cinerea,0,0,0,1,1,['red_list' 'gbif']
salix-daphnoides,0,0,0,1,1,['red_list' 'gbif']
salix-elaeagnos,0,0,0,1,1,['red_list' 'gbif']
salix-foetida,0,0,0,1,1,['red_list' 'gbif']
salix-fragilis,0,0,0,0,2,['gbif']
salix-glabra,0,0,0,1,1,['red_list' 'gbif']
salix-glaucosericea,0,0,0,1,1,['red_list' 'gbif']
salix-hastata,0,0,0,1,1,['red_list' 'gbif']
salix-hegetschweileri,0,0,0,0,1,['gbif']
salix-helvetica,0,0,0,1,1,['red_list' 'gbif']
salix-herbacea,0,0,0,1,1,['red_list' 'gbif']
salix-laggeri,0,0,0,1,1,['red_list' 'gbif']
salix-myrsinifolia,0,0,0,1,1,['red_list' 'gbif']
salix-myrtilloides,0,0,0,1,1,['red_list' 'gbif']
salix-pentandra,0,0,0,1,1,['red_list' 'gbif']
salix-purpurea,0,0,0,1,1,['red_list' 'gbif']
salix-repens,0,0,0,1,1,['red_list' 'gbif']
salix-reticulata,0,0,0,1,1,['red_list' 'gbif']
salix-retusa,0,0,0,1,1,['red_list' 'gbif']
salix-rosmarinifolia,0,0,0,1,0,['red_list']
salix-sepulcralis,0,0,0,0,1,['gbif']
salix-serpillifolia,0,0,0,1,0,['red_list']
salix-serpyllifolia,0,0,0,0,1,['gbif']
salix-triandra,0,0,0,1,1,['red_list' 'gbif']
salix-viminalis,0,0,0,1,1,['red_list' 'gbif']
salix-waldsteiniana,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
salix-×hegetschweileri,0,0,0,1,0,['red_list']
salvia-aethiopis,0,0,0,0,1,['gbif']
salvia-glutinosa,0,0,0,1,1,['red_list' 'gbif']
salvia-officinalis,0,0,0,0,1,['gbif']
salvia-pratensis,0,0,0,1,2,['red_list' 'gbif']
salvia-rosmarinus,0,0,0,0,1,['gbif']
salvia-sclarea,0,0,0,0,1,['gbif']
salvia-sylvestris,0,0,0,0,1,['gbif']
salvia-verbenaca,0,0,0,0,1,['gbif']
salvia-verticillata,0,0,0,0,1,['gbif']
salvinia-molesta,0,0,0,0,1,['gbif']
salvinia-natans,0,0,0,0,1,['gbif']
sambucus-ebulus,0,0,0,1,1,['red_list' 'gbif']
sambucus-nigra,0,0,0,1,1,['red_list' 'gbif']
sambucus-racemosa,0,0,0,1,1,['red_list' 'gbif']
samolus-valerandi,0,0,0,1,1,['red_list' 'gbif']
sanguisorba-minor,0,0,0,3,0,['red_list']
sanguisorba-officinalis,0,0,0,1,1,['red_list' 'gbif']
sanicula-europaea,0,0,0,1,1,['red_list' 'gbif']
saponaria-lutea,0,0,0,1,1,['red_list' 'gbif']
saponaria-ocymoides,0,0,0,1,1,['red_list' 'gbif']
saponaria-officinalis,0,0,0,1,1,['red_list' 'gbif']
sarracenia-purpurea,0,0,0,0,1,['gbif']
satureja-hortensis,0,0,0,0,1,['gbif']
satureja-montana,0,0,0,0,2,['gbif']
saussurea-alpina,0,0,1,3,2,['under_sampled' 'red_list' 'gbif']
saussurea-depressa,0,0,0,0,1,['gbif']
saussurea-discolor,0,0,0,1,1,['red_list' 'gbif']
saxifraga-adscendens,0,0,0,1,1,['red_list' 'gbif']
saxifraga-aizoides,0,0,0,1,1,['red_list' 'gbif']
saxifraga-androsacea,0,0,0,1,1,['red_list' 'gbif']
saxifraga-aphylla,0,0,0,1,1,['red_list' 'gbif']
saxifraga-aspera,0,0,0,1,1,['red_list' 'gbif']
saxifraga-biflora,0,0,0,1,1,['red_list' 'gbif']
saxifraga-bryoides,0,0,0,1,1,['red_list' 'gbif']
saxifraga-bulbifera,0,0,0,1,1,['red_list' 'gbif']
saxifraga-caesia,0,0,0,1,1,['red_list' 'gbif']
saxifraga-cernua,0,0,0,1,1,['red_list' 'gbif']
saxifraga-cotyledon,0,0,0,1,1,['red_list' 'gbif']
saxifraga-cuneifolia,0,0,0,1,1,['red_list' 'gbif']
saxifraga-diapensioides,0,0,0,1,1,['red_list' 'gbif']
saxifraga-exarata,0,0,0,4,3,['red_list' 'gbif']
saxifraga-granulata,0,0,0,1,1,['red_list' 'gbif']
saxifraga-hirculus,0,0,0,1,1,['red_list' 'gbif']
saxifraga-hirsuta,0,0,0,0,1,['gbif']
saxifraga-hostii,0,0,0,1,2,['red_list' 'gbif']
saxifraga-hypnoides,0,0,0,0,1,['gbif']
saxifraga-kochii,0,0,0,0,1,['gbif']
saxifraga-moschata,0,0,0,0,1,['gbif']
saxifraga-muscoides,0,0,0,1,1,['red_list' 'gbif']
saxifraga-mutata,0,0,0,1,1,['red_list' 'gbif']
saxifraga-oppositifolia,0,0,0,3,3,['red_list' 'gbif']
saxifraga-paniculata,0,0,0,1,1,['red_list' 'gbif']
saxifraga-petraea,0,0,0,0,1,['gbif']
saxifraga-presolanensis,0,0,0,0,1,['gbif']
saxifraga-retusa,0,0,0,1,2,['red_list' 'gbif']
saxifraga-rosacea,0,0,0,0,3,['gbif']
saxifraga-rotundifolia,0,0,0,1,1,['red_list' 'gbif']
saxifraga-sedoides,0,0,0,0,1,['gbif']
saxifraga-seguieri,0,0,0,1,1,['red_list' 'gbif']
saxifraga-stellaris,0,0,0,1,0,['red_list']
saxifraga-stolonifera,0,0,0,0,1,['gbif']
saxifraga-tridactylites,0,0,0,1,1,['red_list' 'gbif']
saxifraga-umbrosa,0,0,0,0,1,['gbif']
saxifraga-vandelii,0,0,0,0,1,['gbif']
scabiosa-canescens,0,0,0,0,1,['gbif']
scabiosa-columbaria,0,0,0,3,2,['red_list' 'gbif']
scabiosa-lucida,0,0,0,1,2,['red_list' 'gbif']
scabiosa-ochroleuca,0,0,0,0,1,['gbif']
scabiosa-taygetea,0,0,0,0,1,['gbif']
scabiosa-triandra,0,0,0,1,1,['red_list' 'gbif']
scabiosa-velenovskiana,0,0,0,0,1,['gbif']
scandix-pecten-veneris,0,0,0,1,2,['red_list' 'gbif']
sceptridium-multifidum,0,0,0,0,1,['gbif']
scheuchzeria-palustris,0,0,0,1,1,['red_list' 'gbif']
schlagintweitia-intybacea,0,0,0,0,1,['gbif']
